# Header: Project1::190709-NaCl-PAT-19-7-008 cleaned-Dil cleaned-Dil::All data::New Misorientation Profile Chart   2/12/2020
# 
Chart:  Misorientation Profile

Column 1: Distance [microns]
Column 2: Point-to-point Misorientation [degrees]
Column 3: Point-to-origin Misorientation [degrees]
0; 0; 0; 
10; 0.53008; 0.53008; 
20; 0.872677; 0.439686; 
30; 0.191797; 0.4673; 
40; 0.525632; 0.163129; 
50; 0.53229; 0.370094; 
60; 0.386643; 0.718733; 
70; 0.86818; 0.183454; 
75.4983; 0.158259; 0.214891; 
80; 0.767703; 0.836499; 
85.44; 1.23733; 0.410216; 
90; 0.414015; 0.191797; 
95.3939; 0.30901; 0.301316; 
105.357; 0.558131; 0.512055; 
115.326; 0.298707; 0.401538; 
125.3; 0.383595; 0.397621; 
135.277; 0.631801; 0.503578; 
145.258; 0.0740187; 0.552493; 
155.242; 0.518888; 0.531555; 
165.227; 0.461401; 0.303902; 
175.214; 0.28116; 0.418714; 
185.203; 0.636737; 0.536683; 
195.192; 0.463094; 0.301316; 
205.183; 0.456283; 0.528601; 
215.174; 0.306467; 0.373253; 
225.167; 0.458849; 0.815654; 
230.651; 0.209357; 0.65132; 
235.16; 0.567862; 0.444114; 
240.624; 0.356083; 0.48295; 
245.153; 0.312787; 0.415901; 
250.599; 0.222056; 0.341497; 
260.576; 0.447624; 0.459701; 
270.555; 0.557429; 0.623696; 
280.535; 0.603283; 0.128204; 
290.517; 0.453703; 0.494164; 
300.5; 0; 0.494164; 
310.483; 0.34605; 0.597416; 
320.468; 0.904389; 0.846267; 
330.454; 0.479698; 0.589503; 
340.441; 0.906982; 0.857293; 
350.428; 0.695488; 0.247082; 
360.416; 0.524887; 0.724157; 
370.405; 0.428872; 0.936282; 
380.395; 0.406382; 0.870431; 
385.876; 0.379492; 0.62495; 
390.384; 0.0279765; 0.62495; 
395.854; 0.673185; 0.712169; 
400.375; 1.27503; 1.06386; 
405.832; 1.03173; 0.344917; 
415.812; 0.220287; 0.547512; 
425.793; 0.629318; 1.01298; 
435.775; 0.389668; 0.804543; 
445.758; 0.539592; 1.21144; 
455.741; 0.410216; 1.10748; 
465.725; 0.331022; 0.85775; 
475.71; 0.237388; 0.890873; 
485.695; 0.413068; 1.2166; 
495.681; 0.581482; 1.20464; 
505.668; 0.536683; 0.911716; 
515.655; 0.442348; 0.795739; 
525.642; 0.612936; 1.12501; 
535.63; 0.634273; 0.920261; 
545.619; 0.318981; 1.1737; 
